"ID_SITE","site_name","latitude","longitude","elevation","site_type","water_depth","basin_size_class","catch_size_class","flow_type","basin_size_km2","catch_size_km2"
1147,"Hudson Lake",61.897711,-145.670722,860,"lacustrine",1.4,"medium (1.1-50 km2)","-999999","closed - no inflow or outflow",2.7,-999999
1177,"Poktovik Lake",68.031778,-161.374722,160,"lacustrine",13.4,"small (0.01-1 km2)","-999999","in and out flow",0.063,-999999
1202,"Salmo Lake",60.4455555,-133.5613888,866,"lacustrine",8,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1192,"Uchugrak",68.05,-161.72,216,"lacustrine",9.2,"small (0.01-1 km2)","-777777","in and out flow",0.092,NA
1244,"Araisu lake",57.250912,25.289886,120.2,"lacustrine",12.3,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.326,-999999
1249,"Naava hollow",61.241389,25.056111,156,"terrestrial, small hollow",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",3e-04,1e-04
1251,"Pine hollow",61.870278,37.993611,155,"terrestrial, small hollow",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",1e-06,1e-04
1252,"Teici bog",56.622408,26.440808,114,"terrestrial, bog",-888888,"large (50.1-500 km2)","large (more than 500 km2)","-888888",144,-999999
1253,"Bricu lake",57.115374,25.870619,208.4,"lacustrine",2.7,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.16,8
1254,"Polttiais hollow",62.275833,36.750833,140,"terrestrial, small hollow",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",1e-06,1e-04
1257,"Kammekka hollow",61.2425,25.055278,156,"terrestrial, small hollow",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",1e-06,1e-04
1260,"Trikatas lake",57.54116,25.714468,50,"lacustrine",4,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.13,-999999
1279,"El Redondo",40.2214,-5.6569,1765,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.00125,-999999
1279,"El Redondo",40.2214,-5.6569,1765,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.00125,-999999
1296,"Kiilaspere",58.796944,24.436111,22.6,"terrestrial, bog",-888888,"small (0.01-1 km2)","-999999","-999999",0.43,-999999
1297,"Koivasoo",58.908611,22.199444,27.5,"terrestrial, bog",-888888,"small (0.01-1 km2)","-999999","-999999",0.34,-999999
1300,"Maardu",59.441667,25,31.3,"lacustrine",0.9,"medium (1.1-50 km2)","medium (10.1-500 km2)","outflow only",1.59,10.52
1301,"Mustjarve",59.076944,24.099722,38.9,"terrestrial, bog",-888888,"medium (1.1-50 km2)","-999999","-999999",2.78,-999999
1303,"Parika",58.490278,25.774167,48.5,"terrestrial, bog",-888888,"medium (1.1-50 km2)","-999999","-999999",34.26,-999999
1306,"Surusoo",58.529722,22.423056,43,"terrestrial, bog",-888888,"medium (1.1-50 km2)","-999999","-999999",1.08,-999999
825,"Vedruka",58.330278,22.060556,21,"terrestrial, bog",-888888,"small (0.01-1 km2)","-999999","-999999",0.9,-999999
1322,"Laguna de la Mosca",37.0597,-3.3147,2889,"lacustrine, glacial origin",3.4,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.0048,0.397
1336,"Ahlequellmoor",51.73,9.51,300,"terrestrial, fen",NA,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",0.1,-999999
1337,"Beliya Kanton",41.73,24.14,1547,"terrestrial, bog",NA,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.095,-999999
1344,"Lin",61.48,-163.43,2,"lacustrine",1,"very small (less than 0.01 km2)","-999999","in and out flow",0.003,NA
1346,"Lake Kirkpatrick",-45.02706,168.57374,570,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.03,-999999
1347,"Dukes Tarn",-44.96418,168.49269,830,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.015,-999999
1348,"Baga Nuur",49.9208,93.8493,981,"lacustrine",7.1,"medium (1.1-50 km2)","-999999","-999999",3.14,-999999
1349,"Khundt Nuur",49.0513,97.16,1933,"lacustrine",6.8,"medium (1.1-50 km2)","-999999","-999999",26.78,-999999
1350,"Takhilt Nuur",48.8064,96.8062,1502,"lacustrine",5.4,"medium (1.1-50 km2)","-999999","-999999",4.82,-999999
1364,"Lake Njargajavri",69.8666666666667,27.1666666666667,355,"lacustrine",2,"small (0.01-1 km2)","-999999","-999999",-999999,-999999
1377,"Abalone Rocks Marsh",33.956389,-119.976667,0,"coastal, salt marsh",NA,"-999999","-999999","inflow only",-999999,-999999
1379,"Copper Falls Lake",47.417,-88.192,392,"lacustrine",3,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.3,0.4
