"ID_SITE","ID_ENTITY","ID_SAMPLE","entity_name","avg_depth","charcoal_measurement","original_est_age","TYPE"
183,232,45498,"Lake Baraba Thirlmere Lakes core",0,13.73,135,"concentration"
183,232,45499,"Lake Baraba Thirlmere Lakes core",0,2.34,277,"concentration"
183,232,45500,"Lake Baraba Thirlmere Lakes core",0,4.6,425,"concentration"
183,232,45501,"Lake Baraba Thirlmere Lakes core",0,0.8,710,"concentration"
183,232,45502,"Lake Baraba Thirlmere Lakes core",0,5.33,1051,"concentration"
183,232,45503,"Lake Baraba Thirlmere Lakes core",0,0.8,1433,"concentration"
183,232,45504,"Lake Baraba Thirlmere Lakes core",0,19.87,1865,"concentration"
183,232,45505,"Lake Baraba Thirlmere Lakes core",0,5.33,2013,"concentration"
183,232,45506,"Lake Baraba Thirlmere Lakes core",0,11.47,2395,"concentration"
183,232,45507,"Lake Baraba Thirlmere Lakes core",0,2.34,2731,"concentration"
183,232,45508,"Lake Baraba Thirlmere Lakes core",0,3.79,2924,"concentration"
183,232,45509,"Lake Baraba Thirlmere Lakes core",0,1.53,3066,"concentration"
183,232,45510,"Lake Baraba Thirlmere Lakes core",0,11.47,3260,"concentration"
183,232,45511,"Lake Baraba Thirlmere Lakes core",0,6.86,3357,"concentration"
183,232,45512,"Lake Baraba Thirlmere Lakes core",0,16.07,3596,"concentration"
183,232,45513,"Lake Baraba Thirlmere Lakes core",0,6.13,3840,"concentration"
183,232,45514,"Lake Baraba Thirlmere Lakes core",0,45.07,3983,"concentration"
183,232,45515,"Lake Baraba Thirlmere Lakes core",0,8.4,4466,"concentration"
183,232,45516,"Lake Baraba Thirlmere Lakes core",0,18.33,4654,"concentration"
183,232,45517,"Lake Baraba Thirlmere Lakes core",0,34.32,4751,"concentration"
183,232,45518,"Lake Baraba Thirlmere Lakes core",0,19.06,4802,"concentration"
183,232,45519,"Lake Baraba Thirlmere Lakes core",0,45.07,4899,"concentration"
183,232,45520,"Lake Baraba Thirlmere Lakes core",0,9.2,4990,"concentration"
183,232,45521,"Lake Baraba Thirlmere Lakes core",0,66.39,5138,"concentration"
183,232,45522,"Lake Baraba Thirlmere Lakes core",0,1.53,5377,"concentration"
183,232,45523,"Lake Baraba Thirlmere Lakes core",0,142.73,5667,"concentration"
183,232,45524,"Lake Baraba Thirlmere Lakes core",0,24.47,5861,"concentration"
183,232,45525,"Lake Baraba Thirlmere Lakes core",0,287.8,6003,"concentration"
