"ID_SITE","ID_ENTITY","ID_SAMPLE","entity_name","avg_depth","charcoal_measurement","original_est_age","TYPE"
220,271,52409,"Northwest Lake core",0.04,0.26673,23,"concentration"
220,271,52411,"Northwest Lake core",0.06,0.85253,57,"concentration"
220,271,52413,"Northwest Lake core",0.07,0.21477,74,"concentration"
220,271,52415,"Northwest Lake core",0.08,0.27459,91,"concentration"
220,271,52417,"Northwest Lake core",0.09,0.2745,108,"concentration"
220,271,52419,"Northwest Lake core",0.1,0.22245,125,"concentration"
220,271,52421,"Northwest Lake core",0.11,0.16642,143,"concentration"
220,271,52423,"Northwest Lake core",0.12,2.38453,161,"concentration"
220,271,52425,"Northwest Lake core",0.13,0.28134,178,"concentration"
220,271,52427,"Northwest Lake core",0.14,0.1422,196,"concentration"
220,271,52429,"Northwest Lake core",0.15,4.11375,214,"concentration"
220,271,52431,"Northwest Lake core",0.16,3.06435,233,"concentration"
220,271,52433,"Northwest Lake core",0.17,0.23474,251,"concentration"
220,271,52435,"Northwest Lake core",0.2,3.54021,307,"concentration"
220,271,52437,"Northwest Lake core",0.21,0.58839,326,"concentration"
220,271,52439,"Northwest Lake core",0.22,2.21115,345,"concentration"
220,271,52441,"Northwest Lake core",0.23,0.10928,364,"concentration"
220,271,52443,"Northwest Lake core",0.24,0.49511,383,"concentration"
220,271,52445,"Northwest Lake core",0.25,6.54086,403,"concentration"
220,271,52447,"Northwest Lake core",0.26,3.43014,422,"concentration"
220,271,52449,"Northwest Lake core",0.27,2.27437,442,"concentration"
220,271,52451,"Northwest Lake core",0.28,5.19433,462,"concentration"
220,271,52453,"Northwest Lake core",0.29,4.76157,482,"concentration"
220,271,52455,"Northwest Lake core",0.3,1.37318,502,"concentration"
220,271,52457,"Northwest Lake core",0.31,1.23854,522,"concentration"
220,271,52459,"Northwest Lake core",0.32,2.92262,542,"concentration"
220,271,52461,"Northwest Lake core",0.33,1.38497,563,"concentration"
220,271,52463,"Northwest Lake core",0.34,0.99798,583,"concentration"
220,271,52465,"Northwest Lake core",0.35,1.47116,604,"concentration"
220,271,52467,"Northwest Lake core",0.36,6.73861,625,"concentration"
220,271,52469,"Northwest Lake core",0.37,0.68233,646,"concentration"
220,271,52471,"Northwest Lake core",0.38,0.40227,667,"concentration"
220,271,52473,"Northwest Lake core",0.39,0.8283,688,"concentration"
220,271,52475,"Northwest Lake core",0.4,1.44816,710,"concentration"
220,271,52477,"Northwest Lake core",0.41,13.55912,731,"concentration"
220,271,52479,"Northwest Lake core",0.42,12.80034,753,"concentration"
220,271,52481,"Northwest Lake core",0.43,2.80435,775,"concentration"
220,271,52483,"Northwest Lake core",0.44,1.34782,797,"concentration"
220,271,52485,"Northwest Lake core",0.45,3.20431,819,"concentration"
220,271,52487,"Northwest Lake core",0.46,4.96428,841,"concentration"
220,271,52489,"Northwest Lake core",0.47,4.09014,863,"concentration"
220,271,52491,"Northwest Lake core",0.48,0.88812,886,"concentration"
220,271,52493,"Northwest Lake core",0.49,4.53116,908,"concentration"
220,271,52495,"Northwest Lake core",0.5,2.25584,931,"concentration"
220,271,52497,"Northwest Lake core",0.51,2.69908,954,"concentration"
220,271,52499,"Northwest Lake core",0.52,0.72559,977,"concentration"
220,271,52501,"Northwest Lake core",0.53,7.89876,1000,"concentration"
220,271,52503,"Northwest Lake core",0.54,3.13737,1023,"concentration"
220,271,52505,"Northwest Lake core",0.55,5.28975,1047,"concentration"
220,271,52507,"Northwest Lake core",0.56,4.75288,1070,"concentration"
220,271,52509,"Northwest Lake core",0.57,8.34392,1094,"concentration"
220,271,52511,"Northwest Lake core",0.58,2.74786,1117,"concentration"
220,271,52513,"Northwest Lake core",0.59,1.75148,1141,"concentration"
220,271,52515,"Northwest Lake core",0.6,2.72282,1165,"concentration"
220,271,52517,"Northwest Lake core",0.61,4.70599,1189,"concentration"
220,271,52519,"Northwest Lake core",0.62,5.09512,1213,"concentration"
220,271,52521,"Northwest Lake core",0.64,1.14007,1262,"concentration"
220,271,52523,"Northwest Lake core",0.65,2.27914,1287,"concentration"
220,271,52525,"Northwest Lake core",0.66,3.49261,1311,"concentration"
220,271,52527,"Northwest Lake core",0.67,1.53827,1336,"concentration"
220,271,52529,"Northwest Lake core",0.68,5.24664,1361,"concentration"
220,271,52531,"Northwest Lake core",0.69,1.47931,1386,"concentration"
220,271,52533,"Northwest Lake core",0.7,0.87721,1412,"concentration"
220,271,52535,"Northwest Lake core",0.71,3.10259,1437,"concentration"
220,271,52537,"Northwest Lake core",0.72,1.06408,1462,"concentration"
220,271,52539,"Northwest Lake core",0.73,0.43797,1488,"concentration"
220,271,52541,"Northwest Lake core",0.74,0.33774,1514,"concentration"
220,271,52543,"Northwest Lake core",0.75,1.0831,1539,"concentration"
220,271,52545,"Northwest Lake core",0.755,1.52404,1552,"concentration"
220,271,52547,"Northwest Lake core",0.765,2.30658,1578,"concentration"
220,271,52549,"Northwest Lake core",0.775,3.18033,1604,"concentration"
220,271,52551,"Northwest Lake core",0.785,0.64439,1631,"concentration"
220,271,52553,"Northwest Lake core",0.795,1.2966,1657,"concentration"
220,271,52555,"Northwest Lake core",0.805,0.91006,1683,"concentration"
220,271,52557,"Northwest Lake core",0.815,1.21652,1710,"concentration"
220,271,52559,"Northwest Lake core",0.825,12.38561,1737,"concentration"
220,271,52561,"Northwest Lake core",0.835,4.78253,1764,"concentration"
220,271,52563,"Northwest Lake core",0.84,0.74334,1777,"concentration"
220,271,52565,"Northwest Lake core",0.855,3.12177,1818,"concentration"
220,271,52567,"Northwest Lake core",0.865,1.12101,1845,"concentration"
220,271,52569,"Northwest Lake core",0.875,0.80696,1872,"concentration"
220,271,52571,"Northwest Lake core",0.885,5.17262,1899,"concentration"
220,271,52573,"Northwest Lake core",0.9,0.37177,1941,"concentration"
220,271,52575,"Northwest Lake core",0.91,1.1075,1968,"concentration"
220,271,52577,"Northwest Lake core",0.92,21.09114,1996,"concentration"
220,271,52579,"Northwest Lake core",0.93,2.43232,2024,"concentration"
220,271,52581,"Northwest Lake core",0.94,1.35279,2052,"concentration"
